predictor,period,seed
1,2011Q1,72
0,2011Q3,205
1,2010Q3,276
1,2010Q1,66
1,2013Q2,253
1,2012Q3,369
1,2013Q1,390
0,2010Q2,459
0,2013Q2,109
0,2012Q1,13
0,2012Q2,220
0,2010Q4,346
0,2012Q1,308
0,2010Q1,54
1,2012Q2,191
1,2012Q3,382
1,2011Q4,335
1,2012Q1,21
1,2011Q1,264
1,2012Q4,103
1,2011Q4,453
0,2011Q1,40
0,2010Q1,217
0,2012Q4,259
1,2013Q1,35
0,2013Q4,170
1,2011Q1,99
0,2010Q4,420
0,2013Q3,497
0,2010Q1,203
0,2013Q4,164
1,2013Q1,21
0,2013Q3,483
0,2010Q4,434
1,2011Q1,270
1,2010Q3,289
1,2012Q4,117
1,2010Q1,159
1,2011Q4,447
1,2013Q1,409
0,2011Q1,54
1,2012Q2,185
1,2012Q1,35
1,2011Q4,321
1,2012Q3,396
1,2010Q1,99
0,2010Q4,352
0,2010Q1,40
0,2012Q4,4
1,2013Q2,284
1,2013Q1,347
1,2011Q4,309
0,2012Q1,334
0,2010Q1,68
0,2011Q1,102
0,2012Q4,265
0,2012Q1,452
1,2010Q1,171
1,2011Q3,188
1,2013Q4,216
1,2011Q1,258
1,2013Q1,421
1,2010Q1,165
1,2013Q4,202
1,2013Q1,435
0,2011Q1,68
0,2011Q1,116
0,2013Q4,158
0,2012Q4,271
0,2012Q1,446
0,2010Q4,408
0,2012Q1,320
1,2013Q2,290
1,2013Q1,353
1,2012Q3,235
1,2011Q4,282
0,2012Q4,37
0,2013Q1,196
0,2011Q3,86
0,2013Q3,246
1,2010Q4,42
0,2012Q4,488
0,2013Q4,23
0,2010Q2,263
0,2011Q3,359
0,2010Q3,92
1,2010Q2,139
1,2011Q2,210
1,2013Q2,469
1,2011Q4,56
0,2010Q3,86
1,2013Q4,389
1,2011Q2,204
1,2011Q4,42
0,2013Q4,37
0,2010Q2,277
0,2012Q2,368
0,2011Q3,92
0,2013Q1,182
0,2013Q3,252
1,2010Q4,56
1,2013Q3,108
1,2011Q4,296
1,2012Q3,221
0,2012Q4,23
1,2010Q3,458
0,2012Q2,340
0,2012Q1,283
0,2012Q3,153
0,2013Q3,16
0,2011Q3,403
1,2012Q3,209
1,2010Q4,197
1,2013Q3,120
1,2011Q3,63
1,2013Q2,333
1,2010Q3,470
1,2011Q1,489
1,2010Q3,316
1,2010Q2,105
1,2013Q2,455
0,2010Q1,5
1,2010Q3,77
0,2011Q2,176
0,2011Q3,365
0,2012Q2,426
1,2010Q3,63
0,2011Q2,162
0,2010Q1,388
0,2011Q3,371
0,2012Q2,432
1,2010Q3,302
1,2011Q2,238
1,2010Q2,111
1,2013Q2,441
0,2012Q3,16
0,2011Q3,2
1,2013Q3,134
1,2010Q4,183
1,2011Q3,77
1,2013Q2,327
1,2010Q3,464
0,2012Q2,354
0,2012Q1,297
0,2012Q3,147
0,2011Q3,417
1,2010Q4,81
0,2010Q1,405
0,2011Q3,45
0,2013Q1,155
0,2013Q3,285
0,2010Q4,232
1,2013Q3,30
0,2010Q4,58
1,2011Q1,476
1,2013Q4,438
1,2012Q1,126
1,2010Q4,168
1,2011Q4,241
1,2011Q4,95
0,2010Q3,51
1,2011Q1,310
1,2013Q4,39
1,2012Q3,24
0,2011Q2,189
1,2010Q3,88
0,2010Q1,363
1,2012Q3,30
0,2011Q4,58
0,2010Q1,377
0,2012Q4,339
1,2011Q4,81
1,2011Q1,304
0,2010Q3,45
1,2013Q3,24
1,2011Q1,462
1,2012Q1,132
1,2011Q4,255
1,2011Q3,88
0,2010Q1,411
1,2010Q4,95
0,2013Q1,141
0,2011Q3,51
0,2010Q4,226
1,2012Q4,39
0,2013Q3,291
0,2012Q1,268
0,2010Q4,64
1,2013Q4,404
1,2013Q1,233
1,2010Q4,154
0,2012Q4,477
0,2010Q1,439
0,2012Q2,383
0,2012Q1,240
1,2012Q4,11
0,2011Q4,127
0,2012Q3,190
0,2013Q1,169
0,2011Q3,79
0,2011Q4,70
1,2013Q4,6
1,2012Q3,18
0,2012Q4,311
1,2013Q2,496
1,2013Q4,362
0,2012Q2,2
1,2013Q2,482
1,2013Q4,11
1,2013Q4,376
1,2011Q1,338
0,2010Q3,79
0,2011Q4,64
0,2010Q2,288
0,2012Q4,305
0,2012Q4,463
0,2012Q2,397
0,2012Q1,254
0,2012Q3,184
0,2011Q4,133
0,2010Q4,70
1,2013Q3,18
1,2013Q4,410
1,2013Q1,227
1,2011Q4,269
1,2010Q4,140
1,2012Q1,481
1,2013Q3,478
1,2011Q3,201
1,2010Q3,128
0,2010Q3,272
0,2011Q2,348
0,2013Q1,394
0,2013Q2,257
1,2012Q2,224
1,2010Q2,449
1,2012Q2,230
1,2013Q2,119
0,2010Q3,500
0,2012Q3,379
0,2013Q1,380
0,2013Q2,243
0,2010Q3,266
1,2012Q1,495
1,2011Q3,215
0,2011Q4,480
0,2012Q3,437
0,2011Q3,167
0,2011Q2,374
1,2013Q3,444
0,2010Q3,7
1,2010Q2,307
1,2010Q3,114
1,2010Q2,461
1,2013Q2,131
1,2012Q2,218
1,2013Q3,322
1,2010Q4,395
0,2011Q2,412
0,2012Q3,351
0,2012Q2,142
0,2011Q2,406
0,2012Q3,345
0,2012Q2,156
1,2010Q2,475
1,2013Q2,125
1,2010Q4,381
1,2013Q3,336
1,2013Q3,450
1,2010Q2,313
1,2010Q3,100
1,2011Q3,229
0,2012Q3,423
0,2011Q4,494
0,2011Q3,173
0,2011Q2,360
0,2013Q4,206
0,2011Q1,248
0,2010Q1,161
0,2011Q3,198
0,2013Q1,431
1,2012Q4,275
1,2011Q1,112
1,2012Q1,442
1,2012Q1,324
0,2013Q1,357
0,2011Q4,319
0,2013Q2,294
0,2013Q1,343
0,2013Q2,280
1,2012Q1,330
1,2012Q4,261
1,2011Q1,106
1,2013Q4,148
1,2012Q1,456
1,2010Q4,418
0,2013Q4,212
0,2010Q1,175
0,2013Q1,425
1,2013Q4,160
1,2010Q1,207
1,2012Q4,249
1,2010Q4,430
1,2013Q3,487
0,2013Q2,7
0,2012Q4,113
0,2011Q1,274
0,2011Q4,443
0,2012Q3,392
0,2011Q4,325
0,2012Q2,181
1,2010Q4,356
1,2012Q1,318
1,2010Q4,342
0,2011Q4,331
0,2012Q3,386
0,2012Q2,195
0,2012Q4,107
0,2010Q1,149
0,2011Q1,260
0,2010Q3,299
0,2011Q4,457
0,2013Q1,419
1,2012Q4,3
1,2013Q4,174
1,2010Q1,213
1,2013Q3,493
1,2010Q4,424
0,2012Q2,194
0,2011Q4,330
0,2012Q3,387
1,2010Q4,343
1,2013Q3,492
1,2010Q4,425
1,2010Q1,212
1,2013Q4,175
1,2012Q4,2
0,2011Q4,456
0,2013Q1,418
0,2010Q3,298
0,2011Q1,261
0,2012Q4,106
0,2010Q1,148
0,2011Q4,442
0,2011Q1,275
0,2012Q4,112
0,2013Q2,6
1,2010Q4,431
1,2013Q3,486
1,2010Q1,206
1,2012Q4,248
1,2013Q4,161
1,2010Q4,357
1,2012Q1,319
0,2012Q2,180
0,2012Q3,393
0,2011Q4,324
1,2012Q1,331
0,2013Q2,281
0,2013Q1,342
0,2013Q1,424
0,2010Q1,174
0,2013Q4,213
1,2012Q1,457
1,2010Q4,419
1,2011Q1,107
1,2013Q4,149
1,2012Q4,260
1,2012Q1,443
1,2011Q1,113
1,2012Q4,274
0,2013Q1,430
0,2011Q3,199
0,2010Q1,160
0,2013Q4,207
0,2011Q1,249
0,2013Q2,295
0,2013Q1,356
0,2011Q4,318
1,2012Q1,325
1,2010Q4,380
1,2013Q3,337
1,2013Q2,124
1,2010Q2,474
0,2012Q2,157
0,2012Q3,344
0,2011Q2,407
0,2011Q2,361
0,2011Q3,172
0,2012Q3,422
0,2011Q4,495
1,2011Q3,228
1,2010Q3,101
1,2010Q2,312
1,2013Q3,451
0,2011Q1,1
1,2010Q3,115
1,2010Q2,306
0,2010Q3,6
1,2013Q3,445
0,2011Q2,375
0,2011Q3,166
0,2011Q4,481
0,2012Q3,436
0,2012Q2,143
0,2012Q3,350
0,2011Q2,413
1,2013Q3,323
1,2010Q4,394
1,2012Q2,219
1,2013Q2,130
1,2010Q2,460
0,2013Q2,242
0,2013Q1,381
0,2012Q3,378
1,2013Q2,118
1,2012Q2,231
1,2010Q2,448
1,2011Q3,214
1,2012Q1,494
0,2010Q3,267
0,2011Q2,349
0,2010Q3,273
1,2010Q3,129
1,2011Q3,200
1,2013Q3,479
1,2012Q1,480
1,2012Q2,225
0,2013Q2,256
0,2013Q1,395
0,2012Q4,304
0,2010Q2,289
0,2011Q4,65
1,2013Q4,377
0,2010Q3,78
1,2011Q1,339
1,2013Q4,10
1,2013Q2,483
0,2012Q2,3
1,2010Q4,141
1,2013Q1,226
1,2011Q4,268
1,2013Q4,411
1,2013Q3,19
0,2010Q4,71
0,2012Q3,185
0,2011Q4,132
0,2012Q1,255
0,2012Q2,396
0,2012Q4,462
0,2011Q4,126
0,2011Q3,78
0,2013Q1,168
0,2012Q3,191
0,2012Q1,241
1,2012Q4,10
0,2012Q2,382
0,2012Q4,476
0,2010Q1,438
1,2010Q4,155
1,2013Q1,232
1,2013Q4,405
0,2010Q4,65
1,2013Q4,363
1,2013Q2,497
0,2012Q4,310
1,2012Q3,19
0,2011Q4,71
1,2013Q4,7
0,2010Q3,44
1,2011Q1,305
1,2011Q4,80
0,2010Q1,376
0,2012Q4,338
0,2011Q4,59
1,2012Q3,31
1,2012Q4,38
0,2010Q4,227
0,2012Q1,269
0,2013Q3,290
0,2011Q3,50
0,2013Q1,140
0,2010Q1,410
1,2010Q4,94
1,2011Q3,89
1,2011Q4,254
1,2012Q1,133
1,2011Q1,463
1,2013Q3,25
1,2011Q4,240
1,2012Q1,127
1,2010Q4,169
1,2011Q1,477
1,2013Q4,439
0,2010Q4,59
1,2013Q3,31
0,2013Q3,284
0,2010Q4,233
0,2013Q1,154
0,2011Q3,44
1,2010Q4,80
0,2010Q1,404
0,2010Q1,362
1,2010Q3,89
0,2011Q2,188
1,2012Q3,25
1,2013Q4,38
1,2011Q1,311
0,2010Q3,50
1,2011Q4,94
0,2011Q3,3
0,2012Q3,17
1,2013Q2,440
1,2010Q2,110
1,2011Q2,239
1,2010Q3,303
0,2012Q2,433
0,2011Q3,370
0,2010Q1,389
0,2011Q2,163
1,2010Q3,62
0,2011Q3,416
0,2012Q3,146
0,2012Q1,296
0,2012Q2,355
1,2010Q3,465
1,2013Q2,326
1,2011Q3,76
1,2013Q3,135
1,2010Q4,182
1,2011Q1,488
1,2010Q3,471
1,2013Q2,332
1,2011Q3,62
1,2010Q4,196
1,2013Q3,121
1,2012Q3,208
0,2011Q3,402
0,2013Q3,17
0,2012Q3,152
0,2012Q1,282
0,2012Q2,341
0,2012Q2,427
0,2011Q3,364
0,2011Q2,177
1,2010Q3,76
0,2010Q1,4
1,2013Q2,454
1,2010Q2,104
1,2010Q3,317
0,2010Q2,276
0,2013Q4,36
1,2011Q4,43
1,2011Q2,205
0,2010Q3,87
1,2013Q4,388
1,2010Q3,459
0,2012Q4,22
1,2011Q4,297
1,2012Q3,220
1,2013Q3,109
1,2010Q4,57
0,2013Q3,253
0,2013Q1,183
0,2011Q3,93
0,2012Q2,369
0,2012Q4,489
1,2010Q4,43
0,2013Q3,247
0,2011Q3,87
0,2013Q1,197
0,2012Q4,36
1,2012Q3,234
1,2011Q4,283
1,2011Q4,57
1,2013Q2,468
1,2011Q2,211
1,2010Q2,138
0,2010Q3,93
0,2011Q3,358
0,2010Q2,262
0,2013Q4,22
0,2012Q1,447
0,2010Q4,409
0,2012Q4,270
0,2011Q1,117
0,2013Q4,159
0,2011Q1,69
1,2013Q1,434
1,2013Q4,203
1,2010Q1,164
1,2013Q1,352
1,2013Q2,291
1,2013Q2,1
0,2012Q1,321
0,2010Q1,69
0,2012Q1,335
1,2013Q1,346
1,2011Q4,308
1,2013Q2,285
0,2012Q4,5
1,2013Q1,420
1,2013Q4,217
1,2011Q1,259
1,2011Q3,189
1,2010Q1,170
0,2012Q1,453
0,2012Q4,264
0,2011Q1,103
0,2011Q1,55
1,2011Q4,446
1,2013Q1,408
1,2012Q4,116
1,2010Q1,158
1,2010Q3,288
1,2011Q1,271
0,2013Q3,482
0,2010Q4,435
1,2013Q1,20
0,2013Q4,165
0,2010Q1,202
0,2010Q1,41
0,2010Q4,353
1,2010Q1,98
1,2011Q4,320
1,2012Q1,34
1,2012Q3,397
1,2012Q2,184
1,2012Q3,383
1,2012Q1,20
1,2011Q4,334
1,2012Q2,190
0,2010Q1,55
0,2010Q4,347
0,2012Q1,309
0,2010Q4,421
0,2013Q3,496
1,2011Q1,98
0,2013Q4,171
1,2013Q1,34
0,2010Q1,216
0,2012Q4,258
0,2011Q1,41
1,2011Q4,452
1,2012Q4,102
1,2011Q1,265
1,2010Q3,277
0,2011Q3,204
1,2011Q1,73
0,2012Q1,484
0,2012Q1,12
0,2012Q2,221
0,2013Q2,108
1,2010Q3,1
0,2010Q2,458
1,2013Q1,391
1,2012Q3,368
1,2013Q2,252
1,2010Q1,67
1,2013Q1,385
1,2013Q2,246
1,2010Q1,73
1,2011Q1,6
0,2012Q2,235
0,2011Q3,210
0,2010Q3,139
1,2011Q1,67
0,2013Q3,469
0,2012Q1,490
1,2010Q3,263
0,2013Q1,12
1,2011Q2,359
0,2010Q2,302
0,2010Q3,111
0,2011Q3,238
0,2013Q3,441
1,2011Q3,162
1,2011Q2,371
0,2011Q1,96
1,2012Q3,432
1,2011Q4,485
1,2012Q3,354
1,2012Q2,147
1,2011Q2,417
0,2013Q2,134
0,2010Q4,390
0,2013Q3,327
0,2010Q2,464
0,2010Q1,82
0,2013Q2,120
0,2012Q2,209
0,2013Q3,333
0,2010Q4,384
0,2010Q1,96
0,2010Q2,470
1,2012Q3,340
1,2012Q2,153
1,2011Q2,403
1,2011Q3,176
1,2011Q2,365
0,2011Q1,82
1,2011Q4,491
1,2012Q3,426
0,2010Q2,316
0,2010Q3,105
0,2013Q3,455
0,2012Q1,123
0,2011Q4,244
0,2011Q1,473
1,2013Q2,71
1,2013Q1,150
1,2010Q4,237
1,2012Q1,279
1,2013Q3,280
1,2010Q1,400
1,2010Q1,366
1,2012Q4,328
0,2010Q2,10
0,2011Q1,315
1,2012Q2,65
0,2011Q1,301
1,2012Q2,71
1,2011Q2,198
1,2010Q1,372
1,2013Q2,65
1,2013Q1,144
1,2013Q3,294
1,2010Q4,223
1,2010Q1,414
1,2012Q2,4
0,2012Q1,137
0,2010Q4,179
0,2011Q4,250
0,2011Q1,467
0,2013Q4,429
0,2011Q2,10
1,2012Q2,386
1,2012Q1,245
1,2012Q3,195
1,2011Q4,122
1,2012Q4,472
0,2013Q1,236
0,2011Q4,278
0,2013Q2,94
0,2010Q4,151
0,2011Q2,38
0,2013Q4,401
0,2013Q4,367
0,2011Q1,329
1,2012Q2,59
0,2013Q2,493
1,2010Q2,299
0,2012Q2,80
1,2012Q4,314
1,2012Q4,300
0,2012Q2,94
0,2010Q2,38
0,2013Q4,373
0,2013Q2,487
0,2013Q1,222
0,2010Q4,145
0,2013Q2,80
0,2013Q4,415
1,2013Q2,59
1,2012Q2,392
1,2012Q1,251
1,2011Q4,136
1,2013Q1,178
1,2012Q3,181
1,2012Q4,466
1,2010Q1,428
1,2010Q2,500
1,2012Q2,379
1,2013Q1,193
1,2013Q3,243
0,2010Q3,449
0,2013Q3,119
0,2011Q4,287
1,2010Q1,3
0,2012Q3,230
0,2013Q4,398
0,2011Q2,215
1,2010Q2,266
1,2010Q2,272
1,2011Q3,348
0,2013Q2,478
0,2010Q2,128
0,2011Q2,201
0,2012Q3,224
0,2011Q4,293
1,2011Q3,4
1,2012Q4,499
1,2013Q1,187
1,2013Q3,257
0,2010Q3,475
0,2013Q3,125
0,2013Q2,57
0,2010Q4,192
0,2013Q2,336
1,2011Q3,406
1,2011Q2,22
1,2012Q2,345
1,2012Q1,286
1,2012Q3,156
1,2012Q2,423
1,2011Q2,173
0,2012Q2,43
1,2011Q3,360
1,2010Q1,399
1,2010Q2,36
0,2013Q2,450
0,2010Q3,313
0,2011Q2,229
0,2010Q2,100
0,2013Q2,444
1,2010Q2,22
0,2010Q3,307
0,2010Q2,114
1,2012Q2,437
1,2011Q2,167
1,2011Q3,374
0,2012Q2,57
1,2011Q3,412
1,2011Q2,36
1,2012Q2,351
1,2012Q1,292
1,2012Q3,142
0,2011Q1,498
0,2010Q3,461
0,2012Q3,218
0,2010Q4,186
0,2013Q2,43
0,2013Q3,131
0,2013Q2,322
1,2012Q2,98
0,2010Q2,102
0,2010Q3,311
0,2013Q2,452
1,2010Q2,34
1,2011Q3,362
0,2012Q2,41
1,2010Q2,258
1,2011Q2,171
1,2012Q2,421
1,2012Q1,284
1,2012Q3,154
1,2012Q2,347
1,2011Q2,20
1,2011Q3,404
0,2013Q2,334
0,2010Q4,190
0,2013Q2,55
0,2013Q3,127
0,2010Q3,477
0,2013Q2,320
0,2013Q3,133
0,2013Q2,41
0,2010Q4,184
0,2010Q3,463
1,2013Q3,269
1,2012Q1,290
1,2012Q3,140
1,2013Q2,98
1,2012Q2,353
1,2011Q2,34
1,2011Q3,410
0,2012Q2,55
1,2011Q3,376
1,2011Q2,165
1,2012Q2,435
0,2010Q2,116
0,2010Q3,305
1,2010Q2,20
0,2013Q2,446
1,2010Q2,264
0,2011Q2,217
0,2013Q2,308
0,2013Q2,69
0,2012Q3,232
1,2010Q1,1
0,2011Q4,285
1,2012Q3,168
1,2013Q1,191
1,2013Q3,241
1,2011Q3,438
1,2013Q1,185
1,2013Q3,255
1,2011Q3,6
0,2011Q4,291
0,2012Q3,226
0,2011Q2,203
0,2010Q3,339
0,2012Q2,69
1,2011Q2,159
1,2010Q2,270
1,2012Q2,409
1,2012Q4,316
0,2012Q2,82
1,2010Q1,358
0,2013Q2,491
0,2013Q4,365
0,2013Q4,403
0,2013Q1,234
0,2010Q4,153
0,2013Q2,96
1,2012Q4,470
1,2012Q1,247
1,2010Q4,209
1,2011Q4,120
1,2012Q3,197
1,2012Q2,384
1,2012Q4,464
1,2012Q1,253
1,2012Q3,183
1,2011Q4,134
1,2012Q2,390
0,2013Q4,417
0,2011Q1,459
0,2013Q1,220
0,2013Q2,82
0,2010Q4,147
0,2012Q1,109
0,2013Q2,485
0,2013Q4,371
0,2012Q2,96
1,2012Q4,302
1,2012Q2,67
0,2011Q1,317
0,2013Q4,359
0,2010Q2,12
1,2010Q1,364
1,2010Q1,402
0,2013Q4,2
1,2013Q1,152
1,2013Q3,282
1,2010Q4,235
1,2013Q2,73
0,2010Q3,488
0,2011Q1,471
0,2012Q1,121
0,2011Q4,246
0,2013Q1,208
0,2011Q1,465
0,2011Q2,12
0,2012Q1,135
1,2012Q2,6
0,2011Q4,252
1,2010Q1,416
1,2012Q4,458
1,2013Q1,146
1,2011Q4,108
1,2010Q4,221
1,2013Q3,296
1,2013Q2,67
1,2010Q1,370
1,2011Q3,389
1,2012Q2,73
0,2011Q1,303
0,2010Q1,80
0,2010Q2,466
0,2013Q3,325
0,2010Q4,392
0,2013Q2,136
1,2010Q1,59
1,2011Q2,415
1,2012Q2,145
1,2012Q3,356
1,2011Q4,487
1,2012Q3,430
0,2011Q1,94
1,2011Q2,373
0,2013Q1,38
1,2010Q1,199
1,2011Q3,160
1,2010Q3,249
0,2013Q3,443
0,2010Q3,113
0,2010Q2,300
0,2013Q3,457
1,2011Q1,59
0,2010Q3,107
0,2012Q4,299
0,2010Q2,314
1,2012Q3,424
1,2011Q4,493
0,2011Q1,80
1,2011Q2,367
1,2011Q3,174
1,2011Q2,401
1,2012Q2,151
1,2013Q2,278
1,2012Q3,342
0,2010Q2,472
0,2010Q1,94
0,2010Q4,386
0,2013Q3,331
0,2013Q2,122
0,2012Q1,38
1,2010Q1,65
1,2011Q2,429
1,2013Q2,250
1,2012Q2,179
1,2013Q1,393
1,2010Q3,3
0,2013Q3,319
0,2012Q2,223
0,2012Q1,10
1,2011Q1,71
0,2012Q1,486
0,2011Q3,206
0,2013Q4,198
1,2010Q3,275
1,2012Q3,418
0,2013Q1,10
1,2011Q1,298
1,2010Q3,261
1,2011Q3,148
1,2011Q1,65
0,2012Q1,492
0,2011Q3,212
0,2010Q2,328
0,2012Q2,237
1,2011Q1,4
1,2010Q1,71
1,2013Q2,244
1,2013Q1,387
1,2012Q2,186
1,2012Q3,395
1,2012Q1,36
1,2011Q4,322
0,2010Q4,351
0,2010Q1,43
0,2013Q4,167
1,2013Q1,22
0,2011Q1,129
0,2010Q1,200
0,2010Q4,437
0,2012Q1,479
0,2013Q3,480
1,2012Q4,114
1,2011Q1,273
1,2011Q4,444
0,2011Q1,57
1,2012Q4,100
1,2011Q1,267
1,2013Q4,229
1,2011Q4,450
0,2011Q1,43
1,2013Q1,36
0,2013Q4,173
0,2010Q1,214
0,2013Q3,494
0,2010Q4,423
0,2010Q4,345
0,2010Q1,57
1,2012Q2,192
1,2011Q4,336
1,2012Q1,22
1,2012Q3,381
1,2013Q1,378
0,2012Q1,323
1,2013Q2,3
0,2010Q2,499
1,2013Q2,293
1,2013Q1,350
1,2013Q4,201
1,2010Q1,166
1,2012Q4,128
1,2013Q1,436
1,2011Q4,478
0,2012Q4,272
0,2011Q1,115
0,2012Q1,445
0,2012Q4,266
0,2010Q1,228
0,2011Q1,101
0,2012Q1,451
1,2011Q2,398
1,2013Q4,215
1,2010Q1,172
1,2013Q1,422
1,2013Q2,287
0,2012Q4,7
1,2013Q1,344
0,2012Q1,337
0,2010Q4,379
0,2012Q4,500
0,2013Q3,251
0,2012Q3,178
0,2011Q3,91
0,2013Q1,181
0,2011Q3,428
1,2010Q4,55
1,2012Q3,222
1,2011Q4,295
1,2011Q3,48
1,2013Q2,318
0,2012Q4,20
0,2010Q3,85
1,2011Q2,207
0,2012Q3,29
1,2011Q4,41
0,2010Q2,274
0,2013Q4,34
0,2011Q4,98
0,2010Q2,260
1,2010Q3,48
0,2011Q2,149
0,2013Q4,20
0,2012Q2,419
0,2010Q3,91
1,2010Q3,329
1,2011Q2,213
1,2011Q4,55
1,2011Q4,281
1,2012Q3,236
0,2012Q4,34
0,2010Q4,98
0,2013Q3,245
0,2013Q1,195
0,2011Q3,85
0,2013Q3,29
1,2010Q4,41
1,2010Q4,180
1,2013Q3,137
1,2013Q2,324
1,2011Q3,74
1,2010Q3,467
0,2012Q2,357
0,2012Q3,144
0,2012Q1,294
0,2011Q3,414
1,2010Q4,69
0,2011Q2,161
1,2010Q3,60
0,2010Q2,248
0,2011Q3,372
0,2012Q2,431
1,2010Q3,301
1,2010Q2,112
1,2013Q2,442
0,2011Q3,1
0,2012Q3,15
1,2010Q3,315
1,2010Q2,106
1,2013Q2,456
0,2010Q1,6
1,2011Q4,69
0,2011Q2,175
1,2010Q3,74
0,2011Q3,366
0,2012Q2,425
0,2012Q2,343
0,2012Q3,150
0,2013Q3,279
0,2012Q1,280
0,2011Q3,400
0,2013Q3,15
1,2013Q3,123
1,2010Q4,194
1,2013Q2,330
1,2011Q3,60
1,2010Q3,473
1,2013Q3,27
1,2010Q3,498
1,2011Q1,461
1,2011Q4,256
1,2013Q1,218
1,2012Q1,131
1,2010Q4,96
0,2010Q1,412
0,2013Q3,292
0,2010Q4,225
0,2013Q1,142
0,2011Q3,52
1,2012Q3,33
0,2010Q1,374
1,2011Q4,82
1,2011Q1,307
0,2010Q3,46
1,2013Q4,349
1,2011Q4,96
0,2010Q3,52
1,2011Q1,313
1,2012Q3,27
0,2010Q1,360
0,2011Q3,399
0,2010Q1,406
0,2012Q4,448
1,2010Q4,82
0,2010Q4,231
0,2013Q3,286
0,2011Q3,46
0,2013Q1,156
0,2011Q4,118
1,2013Q3,33
1,2011Q1,475
1,2011Q4,242
1,2012Q1,125
0,2012Q4,460
0,2012Q2,394
0,2011Q4,130
0,2012Q3,187
0,2012Q1,257
0,2010Q4,219
0,2010Q4,73
1,2013Q4,413
1,2010Q4,143
1,2013Q1,224
1,2013Q2,481
0,2012Q2,1
1,2013Q4,375
1,2013Q4,12
0,2011Q4,67
0,2012Q4,306
0,2010Q1,348
1,2013Q4,5
0,2011Q4,73
0,2012Q4,312
1,2013Q2,495
1,2013Q4,361
0,2010Q4,67
1,2013Q4,407
1,2011Q1,449
1,2010Q4,157
1,2012Q1,119
1,2013Q1,230
0,2012Q4,474
0,2012Q2,380
0,2012Q3,193
0,2011Q4,124
1,2012Q4,12
0,2012Q1,243
0,2010Q3,265
1,2012Q1,496
1,2013Q4,188
1,2011Q3,216
1,2012Q2,233
1,2013Q3,309
0,2011Q2,439
0,2013Q1,383
0,2012Q2,169
0,2013Q2,240
0,2013Q1,397
0,2013Q2,254
1,2012Q2,227
1,2012Q1,482
1,2010Q2,338
1,2011Q3,202
0,2012Q3,408
0,2011Q3,158
0,2011Q1,288
0,2010Q3,271
0,2011Q1,3
1,2013Q3,453
1,2010Q2,310
1,2010Q3,103
0,2011Q4,497
0,2012Q3,420
0,2010Q3,259
0,2010Q1,189
0,2011Q3,170
0,2011Q2,363
0,2011Q2,405
0,2012Q3,346
0,2012Q2,155
1,2010Q2,476
1,2013Q2,126
1,2013Q3,335
1,2010Q4,382
1,2010Q2,462
1,2013Q2,132
1,2010Q4,396
1,2013Q3,321
0,2011Q2,411
0,2012Q3,352
0,2013Q2,268
0,2012Q2,141
0,2012Q3,434
0,2011Q4,483
0,2011Q3,164
0,2011Q2,377
1,2013Q3,447
0,2010Q3,4
1,2010Q2,304
1,2012Q4,289
1,2010Q3,117
1,2011Q1,105
1,2012Q4,262
1,2012Q1,455
0,2010Q1,176
0,2012Q4,138
0,2013Q4,211
0,2013Q1,426
0,2011Q4,468
0,2013Q1,340
0,2013Q2,283
1,2012Q1,333
1,2010Q2,489
1,2012Q1,327
1,2010Q4,369
0,2013Q1,354
0,2013Q2,297
0,2010Q1,162
0,2013Q4,205
0,2011Q2,388
0,2013Q1,432
1,2011Q1,111
1,2012Q4,276
1,2010Q1,238
1,2012Q1,441
0,2011Q1,263
0,2012Q4,104
0,2011Q4,454
1,2010Q1,210
1,2013Q4,177
1,2011Q1,139
1,2010Q4,427
1,2012Q1,469
1,2013Q3,490
1,2010Q4,341
0,2012Q3,385
0,2011Q4,332
0,2012Q2,196
0,2011Q4,326
0,2012Q3,391
0,2013Q1,368
0,2012Q2,182
1,2010Q4,355
1,2010Q1,204
1,2013Q4,163
0,2013Q2,4
1,2013Q3,484
1,2010Q4,433
0,2011Q1,277
0,2013Q4,239
0,2012Q4,110
0,2011Q4,440
1,2010Q4,354
0,2012Q2,183
0,2011Q4,327
0,2013Q1,369
0,2012Q3,390
0,2011Q4,441
0,2012Q4,111
0,2011Q1,276
0,2013Q4,238
1,2013Q3,485
1,2010Q4,432
0,2013Q2,5
1,2013Q4,162
1,2010Q1,205
1,2010Q4,426
1,2013Q3,491
1,2012Q1,468
1,2013Q4,176
1,2011Q1,138
1,2010Q1,211
0,2011Q4,455
1,2012Q4,1
0,2012Q4,105
0,2011Q1,262
0,2012Q2,197
0,2012Q3,384
0,2011Q4,333
1,2010Q4,340
0,2013Q2,296
0,2013Q1,355
1,2012Q1,326
1,2010Q4,368
1,2012Q1,440
1,2012Q4,277
1,2010Q1,239
1,2011Q1,110
0,2013Q1,433
0,2011Q2,389
0,2013Q4,204
0,2010Q1,163
0,2013Q1,427
0,2011Q4,469
0,2013Q4,210
0,2010Q1,177
0,2012Q4,139
1,2012Q1,454
1,2012Q4,263
1,2011Q1,104
1,2010Q2,488
1,2012Q1,332
0,2013Q2,282
0,2013Q1,341
0,2012Q2,140
0,2013Q2,269
0,2012Q3,353
0,2011Q2,410
1,2010Q4,397
1,2013Q3,320
1,2013Q2,133
1,2010Q2,463
1,2010Q3,116
